top_k,algorithm_type,jaccard_similarity_value,user
2,compact,0.0,789.0
2,hybrid,0.0,789.0
2,compact,0.0,790.0
2,hybrid,0.0,790.0
2,compact,0.3333333333333333,791.0
2,hybrid,0.3333333333333333,791.0
2,compact,0.0,792.0
2,hybrid,0.0,792.0
2,compact,0.0,793.0
2,hybrid,0.0,793.0
2,compact,0.0,794.0
2,hybrid,0.0,794.0
2,compact,0.3333333333333333,795.0
2,hybrid,0.3333333333333333,795.0
2,compact,0.0,796.0
2,hybrid,0.3333333333333333,796.0
2,compact,0.3333333333333333,797.0
2,hybrid,0.3333333333333333,797.0
2,compact,0.0,798.0
2,hybrid,0.0,798.0
2,compact,0.0,799.0
2,hybrid,0.0,799.0
2,compact,0.0,800.0
2,hybrid,0.0,800.0
2,compact,0.3333333333333333,801.0
2,hybrid,0.3333333333333333,801.0
2,compact,0.0,802.0
2,hybrid,0.0,802.0
2,compact,0.0,803.0
2,hybrid,0.0,803.0
2,compact,0.0,804.0
2,hybrid,0.0,804.0
2,compact,0.3333333333333333,805.0
2,hybrid,0.3333333333333333,805.0
2,compact,0.3333333333333333,806.0
2,hybrid,0.3333333333333333,806.0
2,compact,0.0,807.0
2,hybrid,0.0,807.0
2,compact,0.0,808.0
2,hybrid,0.0,808.0
2,compact,0.3333333333333333,809.0
2,hybrid,0.3333333333333333,809.0
2,compact,0.0,810.0
2,hybrid,0.0,810.0
2,compact,0.0,811.0
2,hybrid,0.3333333333333333,811.0
2,compact,0.0,812.0
2,hybrid,0.0,812.0
2,compact,0.3333333333333333,813.0
2,hybrid,0.3333333333333333,813.0
2,compact,0.0,814.0
2,hybrid,0.0,814.0
2,compact,0.0,815.0
2,hybrid,0.0,815.0
2,compact,0.0,816.0
2,hybrid,0.0,816.0
2,compact,0.0,817.0
2,hybrid,0.0,817.0
2,compact,0.0,818.0
2,hybrid,0.0,818.0
2,compact,0.0,819.0
2,hybrid,0.0,819.0
2,compact,0.0,820.0
2,hybrid,0.0,820.0
2,compact,0.0,821.0
2,hybrid,0.0,821.0
2,compact,0.0,822.0
2,hybrid,0.0,822.0
2,compact,0.0,823.0
2,hybrid,0.0,823.0
2,compact,0.3333333333333333,824.0
2,hybrid,0.3333333333333333,824.0
2,compact,0.0,825.0
2,hybrid,0.3333333333333333,825.0
2,compact,0.0,826.0
2,hybrid,0.0,826.0
2,compact,0.0,827.0
2,hybrid,0.0,827.0
2,compact,0.3333333333333333,828.0
2,hybrid,0.3333333333333333,828.0
2,compact,0.0,829.0
2,hybrid,0.3333333333333333,829.0
2,compact,0.0,830.0
2,hybrid,0.0,830.0
2,compact,0.3333333333333333,831.0
2,hybrid,0.3333333333333333,831.0
2,compact,0.0,832.0
2,hybrid,0.0,832.0
2,compact,0.3333333333333333,833.0
2,hybrid,0.3333333333333333,833.0
2,compact,0.3333333333333333,834.0
2,hybrid,0.3333333333333333,834.0
2,compact,0.0,835.0
2,hybrid,0.0,835.0
2,compact,0.3333333333333333,836.0
2,hybrid,0.3333333333333333,836.0
2,compact,0.0,837.0
2,hybrid,0.0,837.0
2,compact,0.0,838.0
2,hybrid,0.0,838.0
2,compact,0.0,839.0
2,hybrid,0.0,839.0
2,compact,0.3333333333333333,840.0
2,hybrid,0.3333333333333333,840.0
2,compact,0.3333333333333333,841.0
2,hybrid,0.3333333333333333,841.0
2,compact,1.0,842.0
2,hybrid,1.0,842.0
2,compact,0.0,843.0
2,hybrid,0.0,843.0
2,compact,0.0,844.0
2,hybrid,0.0,844.0
2,compact,0.3333333333333333,845.0
2,hybrid,0.3333333333333333,845.0
2,compact,0.3333333333333333,846.0
2,hybrid,0.3333333333333333,846.0
2,compact,0.0,847.0
2,hybrid,0.0,847.0
2,compact,0.0,848.0
2,hybrid,0.0,848.0
2,compact,0.0,849.0
2,hybrid,0.0,849.0
2,compact,0.0,850.0
2,hybrid,1.0,850.0
2,compact,0.0,851.0
2,hybrid,0.0,851.0
2,compact,1.0,852.0
2,hybrid,1.0,852.0
2,compact,0.0,853.0
2,hybrid,0.0,853.0
2,compact,0.0,854.0
2,hybrid,0.0,854.0
2,compact,0.3333333333333333,855.0
2,hybrid,0.3333333333333333,855.0
2,compact,0.3333333333333333,856.0
2,hybrid,0.0,856.0
2,compact,0.3333333333333333,857.0
2,hybrid,0.0,857.0
2,compact,0.0,858.0
2,hybrid,0.0,858.0
2,compact,0.3333333333333333,859.0
2,hybrid,0.3333333333333333,859.0
2,compact,0.3333333333333333,860.0
2,hybrid,0.3333333333333333,860.0
2,compact,0.0,861.0
2,hybrid,0.0,861.0
2,compact,0.3333333333333333,862.0
2,hybrid,0.3333333333333333,862.0
2,compact,0.0,863.0
2,hybrid,0.0,863.0
2,compact,0.0,864.0
2,hybrid,0.0,864.0
2,compact,0.0,865.0
2,hybrid,0.0,865.0
2,compact,0.0,866.0
2,hybrid,0.0,866.0
2,compact,0.3333333333333333,867.0
2,hybrid,0.3333333333333333,867.0
2,compact,0.0,868.0
2,hybrid,0.0,868.0
2,compact,0.3333333333333333,869.0
2,hybrid,0.3333333333333333,869.0
2,compact,0.0,870.0
2,hybrid,0.0,870.0
2,compact,0.0,871.0
2,hybrid,0.0,871.0
2,compact,0.0,872.0
2,hybrid,0.0,872.0
2,compact,0.3333333333333333,873.0
2,hybrid,0.3333333333333333,873.0
2,compact,0.0,874.0
2,hybrid,0.3333333333333333,874.0
2,compact,0.0,875.0
2,hybrid,0.0,875.0
2,compact,0.3333333333333333,876.0
2,hybrid,0.3333333333333333,876.0
2,compact,0.3333333333333333,877.0
2,hybrid,0.3333333333333333,877.0
2,compact,0.3333333333333333,878.0
2,hybrid,0.3333333333333333,878.0
2,compact,0.3333333333333333,879.0
2,hybrid,0.3333333333333333,879.0
2,compact,0.0,880.0
2,hybrid,0.0,880.0
2,compact,0.0,881.0
2,hybrid,0.0,881.0
2,compact,0.0,882.0
2,hybrid,0.0,882.0
2,compact,0.0,883.0
2,hybrid,0.0,883.0
2,compact,0.3333333333333333,884.0
2,hybrid,0.3333333333333333,884.0
2,compact,0.0,885.0
2,hybrid,0.0,885.0
2,compact,0.0,886.0
2,hybrid,0.0,886.0
2,compact,0.0,887.0
2,hybrid,0.0,887.0
2,compact,0.0,888.0
2,hybrid,0.0,888.0
2,compact,0.0,889.0
2,hybrid,0.0,889.0
2,compact,0.3333333333333333,890.0
2,hybrid,0.3333333333333333,890.0
2,compact,0.0,891.0
2,hybrid,0.3333333333333333,891.0
2,compact,0.3333333333333333,892.0
2,hybrid,0.3333333333333333,892.0
2,compact,0.3333333333333333,893.0
2,hybrid,0.3333333333333333,893.0
2,compact,0.3333333333333333,894.0
2,hybrid,0.3333333333333333,894.0
2,compact,0.0,895.0
2,hybrid,0.0,895.0
2,compact,0.0,896.0
2,hybrid,0.0,896.0
2,compact,0.3333333333333333,897.0
2,hybrid,0.3333333333333333,897.0
2,compact,0.0,898.0
2,hybrid,1.0,898.0
2,compact,0.3333333333333333,899.0
2,hybrid,0.3333333333333333,899.0
2,compact,0.0,900.0
2,hybrid,0.0,900.0
2,compact,0.0,901.0
2,hybrid,0.0,901.0
2,compact,0.0,902.0
2,hybrid,0.0,902.0
2,compact,0.3333333333333333,903.0
2,hybrid,0.3333333333333333,903.0
2,compact,0.0,904.0
2,hybrid,0.0,904.0
2,compact,0.0,905.0
2,hybrid,0.3333333333333333,905.0
2,compact,0.0,906.0
2,hybrid,0.0,906.0
2,compact,0.0,907.0
2,hybrid,0.0,907.0
2,compact,0.3333333333333333,908.0
2,hybrid,0.3333333333333333,908.0
2,compact,0.0,909.0
2,hybrid,0.0,909.0
2,compact,0.0,910.0
2,hybrid,0.0,910.0
2,compact,0.0,911.0
2,hybrid,0.0,911.0
2,compact,0.3333333333333333,912.0
2,hybrid,0.3333333333333333,912.0
2,compact,0.0,913.0
2,hybrid,0.0,913.0
2,compact,0.0,914.0
2,hybrid,0.0,914.0
2,compact,0.3333333333333333,915.0
2,hybrid,0.0,915.0
2,compact,0.0,916.0
2,hybrid,0.0,916.0
2,compact,0.0,917.0
2,hybrid,0.0,917.0
2,compact,0.0,918.0
2,hybrid,0.0,918.0
2,compact,0.0,919.0
2,hybrid,0.0,919.0
2,compact,0.3333333333333333,920.0
2,hybrid,0.3333333333333333,920.0
2,compact,1.0,921.0
2,hybrid,1.0,921.0
2,compact,0.0,922.0
2,hybrid,0.0,922.0
2,compact,0.0,923.0
2,hybrid,0.0,923.0
2,compact,0.3333333333333333,924.0
2,hybrid,0.3333333333333333,924.0
2,compact,0.0,925.0
2,hybrid,0.0,925.0
2,compact,1.0,926.0
2,hybrid,1.0,926.0
2,compact,0.0,927.0
2,hybrid,0.0,927.0
2,compact,0.0,928.0
2,hybrid,0.0,928.0
2,compact,0.0,929.0
2,hybrid,0.0,929.0
2,compact,0.3333333333333333,930.0
2,hybrid,0.3333333333333333,930.0
2,compact,0.3333333333333333,931.0
2,hybrid,0.3333333333333333,931.0
2,compact,0.0,932.0
2,hybrid,0.0,932.0
2,compact,0.0,933.0
2,hybrid,0.0,933.0
2,compact,0.0,934.0
2,hybrid,0.0,934.0
2,compact,0.0,935.0
2,hybrid,0.0,935.0
2,compact,0.0,936.0
2,hybrid,0.0,936.0
2,compact,0.3333333333333333,937.0
2,hybrid,0.3333333333333333,937.0
2,compact,0.0,938.0
2,hybrid,0.0,938.0
2,compact,0.0,939.0
2,hybrid,0.0,939.0
2,compact,0.3333333333333333,940.0
2,hybrid,0.3333333333333333,940.0
2,compact,1.0,941.0
2,hybrid,1.0,941.0
2,compact,0.0,942.0
2,hybrid,0.0,942.0
2,compact,0.0,943.0
2,hybrid,0.0,943.0
2,compact,0.0,944.0
2,hybrid,0.0,944.0
2,compact,0.3333333333333333,945.0
2,hybrid,0.3333333333333333,945.0
2,compact,0.0,946.0
2,hybrid,0.3333333333333333,946.0
2,compact,0.0,947.0
2,hybrid,0.0,947.0
2,compact,0.0,948.0
2,hybrid,0.3333333333333333,948.0
2,compact,0.0,949.0
2,hybrid,0.0,949.0
2,compact,0.0,950.0
2,hybrid,0.0,950.0
2,compact,0.0,951.0
2,hybrid,0.0,951.0
2,compact,0.0,952.0
2,hybrid,0.0,952.0
2,compact,0.0,953.0
2,hybrid,0.0,953.0
2,compact,0.0,954.0
2,hybrid,0.3333333333333333,954.0
2,compact,0.0,955.0
2,hybrid,0.0,955.0
2,compact,0.0,956.0
2,hybrid,0.0,956.0
2,compact,0.0,957.0
2,hybrid,0.0,957.0
2,compact,0.0,958.0
2,hybrid,0.0,958.0
2,compact,0.0,959.0
2,hybrid,0.0,959.0
2,compact,0.0,960.0
2,hybrid,0.0,960.0
2,compact,0.0,961.0
2,hybrid,0.0,961.0
2,compact,0.0,962.0
2,hybrid,0.0,962.0
2,compact,0.3333333333333333,963.0
2,hybrid,0.0,963.0
2,compact,0.0,964.0
2,hybrid,0.0,964.0
2,compact,0.0,965.0
2,hybrid,0.0,965.0
2,compact,0.0,966.0
2,hybrid,0.0,966.0
2,compact,0.0,967.0
2,hybrid,0.0,967.0
2,compact,0.0,968.0
2,hybrid,0.0,968.0
2,compact,0.0,969.0
2,hybrid,0.0,969.0
2,compact,0.0,970.0
2,hybrid,0.0,970.0
2,compact,0.3333333333333333,971.0
2,hybrid,0.3333333333333333,971.0
2,compact,0.0,972.0
2,hybrid,0.0,972.0
2,compact,0.0,973.0
2,hybrid,0.3333333333333333,973.0
2,compact,0.3333333333333333,974.0
2,hybrid,0.3333333333333333,974.0
2,compact,0.0,975.0
2,hybrid,0.0,975.0
2,compact,1.0,976.0
2,hybrid,1.0,976.0
2,compact,0.0,977.0
2,hybrid,0.0,977.0
2,compact,0.3333333333333333,978.0
2,hybrid,0.3333333333333333,978.0
2,compact,1.0,979.0
2,hybrid,1.0,979.0
2,compact,0.3333333333333333,980.0
2,hybrid,0.3333333333333333,980.0
2,compact,0.0,981.0
2,hybrid,0.0,981.0
2,compact,0.0,982.0
2,hybrid,0.0,982.0
2,compact,0.3333333333333333,983.0
2,hybrid,0.3333333333333333,983.0
2,compact,0.0,984.0
2,hybrid,0.0,984.0
2,compact,0.0,985.0
2,hybrid,0.0,985.0
2,compact,0.0,986.0
2,hybrid,0.0,986.0
2,compact,0.3333333333333333,987.0
2,hybrid,0.3333333333333333,987.0
2,compact,0.3333333333333333,988.0
2,hybrid,0.3333333333333333,988.0
2,compact,0.0,989.0
2,hybrid,0.0,989.0
2,compact,0.0,990.0
2,hybrid,0.0,990.0
2,compact,0.3333333333333333,991.0
2,hybrid,0.3333333333333333,991.0
2,compact,0.3333333333333333,992.0
2,hybrid,0.3333333333333333,992.0
2,compact,0.0,993.0
2,hybrid,0.0,993.0
2,compact,0.0,994.0
2,hybrid,0.0,994.0
2,compact,0.0,995.0
2,hybrid,0.0,995.0
2,compact,0.0,996.0
2,hybrid,0.0,996.0
2,compact,1.0,997.0
2,hybrid,1.0,997.0
2,compact,0.3333333333333333,998.0
2,hybrid,0.3333333333333333,998.0
2,compact,0.0,999.0
2,hybrid,0.0,999.0
2,compact,0.0,1000.0
2,hybrid,0.0,1000.0
2,compact,0.0,1001.0
2,hybrid,0.0,1001.0
2,compact,0.0,1002.0
2,hybrid,0.0,1002.0
2,compact,0.0,1003.0
2,hybrid,0.0,1003.0
2,compact,0.0,1004.0
2,hybrid,0.0,1004.0
2,compact,0.3333333333333333,1005.0
2,hybrid,0.3333333333333333,1005.0
2,compact,1.0,1006.0
2,hybrid,1.0,1006.0
2,compact,1.0,1007.0
2,hybrid,1.0,1007.0
2,compact,0.0,1008.0
2,hybrid,0.0,1008.0
2,compact,0.3333333333333333,1009.0
2,hybrid,0.3333333333333333,1009.0
2,compact,0.0,1010.0
2,hybrid,0.0,1010.0
2,compact,0.3333333333333333,1011.0
2,hybrid,0.3333333333333333,1011.0
2,compact,0.3333333333333333,1012.0
2,hybrid,0.3333333333333333,1012.0
2,compact,0.0,1013.0
2,hybrid,0.0,1013.0
2,compact,0.3333333333333333,1014.0
2,hybrid,0.3333333333333333,1014.0
2,compact,0.3333333333333333,1015.0
2,hybrid,0.3333333333333333,1015.0
2,compact,0.3333333333333333,1016.0
2,hybrid,0.3333333333333333,1016.0
2,compact,0.0,1017.0
2,hybrid,0.0,1017.0
2,compact,0.0,1018.0
2,hybrid,0.3333333333333333,1018.0
2,compact,0.0,1019.0
2,hybrid,0.0,1019.0
2,compact,0.0,1020.0
2,hybrid,0.0,1020.0
2,compact,0.0,1021.0
2,hybrid,0.0,1021.0
2,compact,0.0,1022.0
2,hybrid,0.0,1022.0
2,compact,0.3333333333333333,1023.0
2,hybrid,0.3333333333333333,1023.0
2,compact,0.3333333333333333,1024.0
2,hybrid,0.3333333333333333,1024.0
2,compact,1.0,1025.0
2,hybrid,1.0,1025.0
2,compact,0.0,1026.0
2,hybrid,0.0,1026.0
2,compact,0.0,1027.0
2,hybrid,0.0,1027.0
2,compact,0.0,1028.0
2,hybrid,0.0,1028.0
2,compact,0.3333333333333333,1029.0
2,hybrid,0.3333333333333333,1029.0
2,compact,0.0,1030.0
2,hybrid,0.0,1030.0
2,compact,0.0,1031.0
2,hybrid,0.0,1031.0
2,compact,0.0,1032.0
2,hybrid,0.0,1032.0
2,compact,0.3333333333333333,1033.0
2,hybrid,0.3333333333333333,1033.0
2,compact,0.0,1034.0
2,hybrid,0.0,1034.0
2,compact,0.3333333333333333,1035.0
2,hybrid,0.3333333333333333,1035.0
2,compact,0.0,1036.0
2,hybrid,0.0,1036.0
2,compact,0.0,1037.0
2,hybrid,0.0,1037.0
2,compact,0.0,1038.0
2,hybrid,0.0,1038.0
2,compact,0.3333333333333333,1039.0
2,hybrid,0.3333333333333333,1039.0
2,compact,0.0,1040.0
2,hybrid,0.0,1040.0
2,compact,0.0,1041.0
2,hybrid,0.3333333333333333,1041.0
2,compact,0.3333333333333333,1042.0
2,hybrid,0.3333333333333333,1042.0
2,compact,0.0,1043.0
2,hybrid,0.0,1043.0
2,compact,0.0,1044.0
2,hybrid,0.0,1044.0
2,compact,0.3333333333333333,1045.0
2,hybrid,0.3333333333333333,1045.0
2,compact,0.0,1046.0
2,hybrid,0.0,1046.0
2,compact,0.0,1047.0
2,hybrid,0.0,1047.0
2,compact,1.0,1048.0
2,hybrid,1.0,1048.0
2,compact,0.0,1049.0
2,hybrid,0.0,1049.0
2,compact,0.0,1050.0
2,hybrid,0.0,1050.0
2,compact,0.0,1051.0
2,hybrid,0.0,1051.0
2,compact,0.0,1052.0
2,hybrid,0.0,1052.0
2,compact,0.0,1053.0
2,hybrid,0.0,1053.0
2,compact,0.0,1054.0
2,hybrid,0.0,1054.0
2,compact,0.0,1055.0
2,hybrid,0.0,1055.0
2,compact,0.0,1056.0
2,hybrid,0.0,1056.0
2,compact,1.0,1057.0
2,hybrid,1.0,1057.0
2,compact,1.0,1058.0
2,hybrid,1.0,1058.0
2,compact,1.0,1059.0
2,hybrid,1.0,1059.0
2,compact,0.0,1060.0
2,hybrid,0.0,1060.0
2,compact,0.3333333333333333,1061.0
2,hybrid,0.3333333333333333,1061.0
2,compact,0.0,1062.0
2,hybrid,0.0,1062.0
2,compact,0.0,1063.0
2,hybrid,0.0,1063.0
2,compact,0.0,1064.0
2,hybrid,0.0,1064.0
2,compact,0.0,1065.0
2,hybrid,0.0,1065.0
2,compact,0.0,1066.0
2,hybrid,0.0,1066.0
2,compact,0.0,1067.0
2,hybrid,0.0,1067.0
2,compact,0.0,1068.0
2,hybrid,0.0,1068.0
2,compact,0.3333333333333333,1069.0
2,hybrid,0.3333333333333333,1069.0
2,compact,0.3333333333333333,1070.0
2,hybrid,0.3333333333333333,1070.0
2,compact,0.3333333333333333,1071.0
2,hybrid,0.3333333333333333,1071.0
2,compact,0.0,1072.0
2,hybrid,0.3333333333333333,1072.0
2,compact,0.0,1073.0
2,hybrid,0.0,1073.0
2,compact,0.0,1074.0
2,hybrid,0.0,1074.0
2,compact,0.0,1075.0
2,hybrid,0.3333333333333333,1075.0
2,compact,0.3333333333333333,1076.0
2,hybrid,0.3333333333333333,1076.0
2,compact,0.3333333333333333,1077.0
2,hybrid,0.3333333333333333,1077.0
2,compact,0.3333333333333333,1078.0
2,hybrid,0.3333333333333333,1078.0
2,compact,0.3333333333333333,1079.0
2,hybrid,0.3333333333333333,1079.0
2,compact,0.3333333333333333,1080.0
2,hybrid,0.3333333333333333,1080.0
2,compact,1.0,1081.0
2,hybrid,1.0,1081.0
2,compact,0.3333333333333333,1082.0
2,hybrid,0.3333333333333333,1082.0
2,compact,0.0,1083.0
2,hybrid,0.0,1083.0
2,compact,1.0,1084.0
2,hybrid,0.3333333333333333,1084.0
2,compact,0.0,1085.0
2,hybrid,0.0,1085.0
2,compact,0.3333333333333333,1086.0
2,hybrid,0.3333333333333333,1086.0
2,compact,0.3333333333333333,1087.0
2,hybrid,0.3333333333333333,1087.0
2,compact,0.0,1088.0
2,hybrid,0.0,1088.0
2,compact,0.0,1089.0
2,hybrid,0.0,1089.0
2,compact,0.0,1090.0
2,hybrid,0.0,1090.0
2,compact,0.0,1091.0
2,hybrid,0.0,1091.0
2,compact,0.3333333333333333,1092.0
2,hybrid,0.3333333333333333,1092.0
2,compact,0.0,1093.0
2,hybrid,0.0,1093.0
2,compact,0.0,1094.0
2,hybrid,0.0,1094.0
2,compact,0.0,1095.0
2,hybrid,0.0,1095.0
2,compact,1.0,1096.0
2,hybrid,1.0,1096.0
2,compact,0.3333333333333333,1097.0
2,hybrid,0.3333333333333333,1097.0
2,compact,0.0,1098.0
2,hybrid,0.0,1098.0
2,compact,0.3333333333333333,1099.0
2,hybrid,0.3333333333333333,1099.0
2,compact,0.0,1100.0
2,hybrid,0.0,1100.0
2,compact,0.0,1101.0
2,hybrid,0.3333333333333333,1101.0
2,compact,0.0,1102.0
2,hybrid,0.0,1102.0
2,compact,0.0,1103.0
2,hybrid,0.0,1103.0
2,compact,0.0,1104.0
2,hybrid,0.0,1104.0
2,compact,0.3333333333333333,1105.0
2,hybrid,0.3333333333333333,1105.0
2,compact,1.0,1106.0
2,hybrid,1.0,1106.0
2,compact,0.0,1107.0
2,hybrid,0.0,1107.0
2,compact,0.0,1108.0
2,hybrid,0.0,1108.0
2,compact,0.3333333333333333,1109.0
2,hybrid,0.3333333333333333,1109.0
2,compact,0.0,1110.0
2,hybrid,0.0,1110.0
2,compact,0.0,1111.0
2,hybrid,0.0,1111.0
2,compact,0.0,1112.0
2,hybrid,0.0,1112.0
2,compact,0.0,1113.0
2,hybrid,0.0,1113.0
2,compact,0.3333333333333333,1114.0
2,hybrid,0.3333333333333333,1114.0
2,compact,0.0,1115.0
2,hybrid,0.0,1115.0
2,compact,0.0,1116.0
2,hybrid,0.0,1116.0
2,compact,0.0,1117.0
2,hybrid,0.0,1117.0
2,compact,0.0,1118.0
2,hybrid,0.3333333333333333,1118.0
2,compact,0.0,1119.0
2,hybrid,0.0,1119.0
2,compact,0.3333333333333333,1120.0
2,hybrid,0.0,1120.0
2,compact,0.0,1121.0
2,hybrid,0.0,1121.0
2,compact,0.3333333333333333,1122.0
2,hybrid,0.3333333333333333,1122.0
2,compact,0.0,1123.0
2,hybrid,0.0,1123.0
2,compact,0.0,1124.0
2,hybrid,0.0,1124.0
2,compact,0.3333333333333333,1125.0
2,hybrid,0.3333333333333333,1125.0
2,compact,0.0,1126.0
2,hybrid,0.0,1126.0
2,compact,0.0,1127.0
2,hybrid,0.0,1127.0
2,compact,0.0,1128.0
2,hybrid,0.0,1128.0
2,compact,0.0,1129.0
2,hybrid,0.0,1129.0
2,compact,0.3333333333333333,1130.0
2,hybrid,0.3333333333333333,1130.0
2,compact,0.0,1131.0
2,hybrid,0.0,1131.0
2,compact,0.0,1132.0
2,hybrid,0.0,1132.0
2,compact,0.0,1133.0
2,hybrid,0.0,1133.0
2,compact,0.3333333333333333,1134.0
2,hybrid,0.3333333333333333,1134.0
2,compact,0.0,1135.0
2,hybrid,0.0,1135.0
2,compact,0.0,1136.0
2,hybrid,0.0,1136.0
2,compact,0.0,1137.0
2,hybrid,0.0,1137.0
2,compact,1.0,1138.0
2,hybrid,1.0,1138.0
2,compact,0.3333333333333333,1139.0
2,hybrid,0.3333333333333333,1139.0
2,compact,0.0,1140.0
2,hybrid,0.0,1140.0
2,compact,0.0,1141.0
2,hybrid,0.0,1141.0
2,compact,0.0,1142.0
2,hybrid,0.0,1142.0
2,compact,0.0,1143.0
2,hybrid,0.0,1143.0
2,compact,0.0,1144.0
2,hybrid,0.0,1144.0
2,compact,0.0,1145.0
2,hybrid,0.3333333333333333,1145.0
2,compact,0.3333333333333333,1146.0
2,hybrid,0.3333333333333333,1146.0
2,compact,0.0,1147.0
2,hybrid,0.0,1147.0
2,compact,0.3333333333333333,1148.0
2,hybrid,0.3333333333333333,1148.0
2,compact,0.0,1149.0
2,hybrid,0.0,1149.0
2,compact,0.3333333333333333,1150.0
2,hybrid,0.3333333333333333,1150.0
2,compact,0.0,1151.0
2,hybrid,0.0,1151.0
2,compact,0.0,1152.0
2,hybrid,0.0,1152.0
2,compact,0.0,1153.0
2,hybrid,0.3333333333333333,1153.0
2,compact,0.0,1154.0
2,hybrid,0.0,1154.0
2,compact,0.3333333333333333,1155.0
2,hybrid,0.3333333333333333,1155.0
2,compact,0.0,1156.0
2,hybrid,0.0,1156.0
2,compact,0.3333333333333333,1157.0
2,hybrid,0.0,1157.0
2,compact,0.3333333333333333,1158.0
2,hybrid,0.3333333333333333,1158.0
2,compact,0.0,1159.0
2,hybrid,0.0,1159.0
2,compact,0.0,1160.0
2,hybrid,0.0,1160.0
2,compact,0.3333333333333333,1161.0
2,hybrid,0.3333333333333333,1161.0
2,compact,0.0,1162.0
2,hybrid,0.0,1162.0
2,compact,0.0,1163.0
2,hybrid,0.0,1163.0
2,compact,0.0,1164.0
2,hybrid,0.0,1164.0
2,compact,0.3333333333333333,1165.0
2,hybrid,0.3333333333333333,1165.0
2,compact,0.0,1166.0
2,hybrid,0.0,1166.0
2,compact,0.0,1167.0
2,hybrid,0.0,1167.0
2,compact,0.0,1168.0
2,hybrid,0.0,1168.0
2,compact,0.3333333333333333,1169.0
2,hybrid,0.3333333333333333,1169.0
2,compact,0.0,1170.0
2,hybrid,0.0,1170.0
2,compact,0.0,1171.0
2,hybrid,0.0,1171.0
2,compact,0.0,1172.0
2,hybrid,0.0,1172.0
2,compact,0.0,1173.0
2,hybrid,0.0,1173.0
2,compact,0.0,1174.0
2,hybrid,0.0,1174.0
2,compact,0.0,1175.0
2,hybrid,0.0,1175.0
2,compact,0.0,1176.0
2,hybrid,0.0,1176.0
2,compact,0.0,1177.0
2,hybrid,0.0,1177.0
2,compact,0.0,1178.0
2,hybrid,0.0,1178.0
2,compact,0.0,1179.0
2,hybrid,0.0,1179.0
2,compact,0.3333333333333333,1180.0
2,hybrid,0.3333333333333333,1180.0
2,compact,0.0,1181.0
2,hybrid,0.0,1181.0
2,compact,0.0,1182.0
2,hybrid,0.0,1182.0
2,compact,0.3333333333333333,1183.0
2,hybrid,0.3333333333333333,1183.0
2,compact,0.0,1184.0
2,hybrid,0.0,1184.0
2,compact,0.0,1185.0
2,hybrid,0.3333333333333333,1185.0
2,compact,0.3333333333333333,1186.0
2,hybrid,0.3333333333333333,1186.0
2,compact,0.0,1187.0
2,hybrid,0.0,1187.0
2,compact,0.3333333333333333,1188.0
2,hybrid,0.3333333333333333,1188.0
2,compact,0.0,1189.0
2,hybrid,0.0,1189.0
2,compact,0.0,1190.0
2,hybrid,0.0,1190.0
2,compact,0.0,1191.0
2,hybrid,0.0,1191.0
2,compact,0.3333333333333333,1192.0
2,hybrid,0.3333333333333333,1192.0
2,compact,0.3333333333333333,1193.0
2,hybrid,1.0,1193.0
2,compact,0.0,1194.0
2,hybrid,0.0,1194.0
2,compact,0.0,1195.0
2,hybrid,0.0,1195.0
2,compact,1.0,1196.0
2,hybrid,1.0,1196.0
2,compact,1.0,1197.0
2,hybrid,0.0,1197.0
2,compact,0.0,1198.0
2,hybrid,0.0,1198.0
2,compact,0.0,1199.0
2,hybrid,0.0,1199.0
2,compact,0.3333333333333333,1200.0
2,hybrid,0.3333333333333333,1200.0
2,compact,0.0,1201.0
2,hybrid,0.0,1201.0
2,compact,0.3333333333333333,1202.0
2,hybrid,0.3333333333333333,1202.0
2,compact,0.0,1203.0
2,hybrid,0.0,1203.0
2,compact,0.3333333333333333,1204.0
2,hybrid,0.0,1204.0
2,compact,1.0,1205.0
2,hybrid,0.3333333333333333,1205.0
2,compact,0.3333333333333333,1206.0
2,hybrid,0.3333333333333333,1206.0
2,compact,0.0,1207.0
2,hybrid,0.0,1207.0
2,compact,0.3333333333333333,1208.0
2,hybrid,0.0,1208.0
2,compact,0.3333333333333333,1209.0
2,hybrid,0.3333333333333333,1209.0
2,compact,0.0,1210.0
2,hybrid,0.0,1210.0
2,compact,0.3333333333333333,1211.0
2,hybrid,0.3333333333333333,1211.0
2,compact,0.0,1212.0
2,hybrid,0.0,1212.0
2,compact,0.0,1213.0
2,hybrid,0.0,1213.0
2,compact,0.0,1214.0
2,hybrid,0.0,1214.0
2,compact,0.3333333333333333,1215.0
2,hybrid,0.3333333333333333,1215.0
2,compact,0.0,1216.0
2,hybrid,0.0,1216.0
2,compact,0.0,1217.0
2,hybrid,0.0,1217.0
2,compact,0.0,1218.0
2,hybrid,0.3333333333333333,1218.0
2,compact,0.3333333333333333,1219.0
2,hybrid,0.3333333333333333,1219.0
2,compact,0.0,1220.0
2,hybrid,0.0,1220.0
2,compact,0.0,1221.0
2,hybrid,0.0,1221.0
2,compact,0.3333333333333333,1222.0
2,hybrid,0.3333333333333333,1222.0
2,compact,0.3333333333333333,1223.0
2,hybrid,0.3333333333333333,1223.0
2,compact,0.0,1224.0
