top_k,algorithm_type,jaccard_similarity_value,user
2,hybrid,0.0,2199.0
2,compact,0.0,2200.0
2,hybrid,0.0,2200.0
2,compact,0.3333333333333333,2201.0
2,hybrid,1.0,2201.0
2,compact,0.3333333333333333,2202.0
2,hybrid,0.3333333333333333,2202.0
2,compact,1.0,2203.0
2,hybrid,1.0,2203.0
2,compact,0.3333333333333333,2204.0
2,hybrid,0.3333333333333333,2204.0
2,compact,0.0,2205.0
2,hybrid,0.0,2205.0
2,compact,0.0,2206.0
2,hybrid,0.0,2206.0
2,compact,0.3333333333333333,2207.0
2,hybrid,0.3333333333333333,2207.0
2,compact,0.0,2208.0
2,hybrid,0.0,2208.0
2,compact,0.3333333333333333,2209.0
2,hybrid,1.0,2209.0
2,compact,0.3333333333333333,2210.0
2,hybrid,0.3333333333333333,2210.0
2,compact,0.3333333333333333,2211.0
2,hybrid,0.3333333333333333,2211.0
2,compact,0.0,2212.0
2,hybrid,0.0,2212.0
2,compact,1.0,2213.0
2,hybrid,1.0,2213.0
2,compact,1.0,2214.0
2,hybrid,1.0,2214.0
2,compact,0.3333333333333333,2215.0
2,hybrid,0.3333333333333333,2215.0
2,compact,0.0,2216.0
2,hybrid,0.0,2216.0
2,compact,0.0,2217.0
2,hybrid,0.0,2217.0
2,compact,0.0,2218.0
2,hybrid,0.0,2218.0
2,compact,0.3333333333333333,2219.0
2,hybrid,0.0,2219.0
2,compact,0.0,2220.0
2,hybrid,0.0,2220.0
2,compact,1.0,2221.0
2,hybrid,0.3333333333333333,2221.0
2,compact,0.0,2222.0
2,hybrid,0.0,2222.0
2,compact,0.0,2223.0
2,hybrid,0.0,2223.0
2,compact,0.0,2224.0
2,hybrid,0.0,2224.0
2,compact,0.3333333333333333,2225.0
2,hybrid,0.3333333333333333,2225.0
2,compact,1.0,2226.0
2,hybrid,1.0,2226.0
2,compact,0.0,2227.0
2,hybrid,0.0,2227.0
2,compact,0.3333333333333333,2228.0
2,hybrid,0.3333333333333333,2228.0
2,compact,0.3333333333333333,2229.0
2,hybrid,0.3333333333333333,2229.0
2,compact,0.0,2230.0
2,hybrid,0.0,2230.0
2,compact,0.3333333333333333,2231.0
2,hybrid,0.0,2231.0
2,compact,0.0,2232.0
2,hybrid,0.0,2232.0
2,compact,0.3333333333333333,2233.0
2,hybrid,0.3333333333333333,2233.0
2,compact,1.0,2234.0
2,hybrid,1.0,2234.0
2,compact,0.3333333333333333,2235.0
2,hybrid,0.3333333333333333,2235.0
2,compact,0.0,2236.0
2,hybrid,0.0,2236.0
2,compact,0.0,2237.0
2,hybrid,0.0,2237.0
2,compact,0.3333333333333333,2238.0
2,hybrid,0.3333333333333333,2238.0
2,compact,0.3333333333333333,2239.0
2,hybrid,0.3333333333333333,2239.0
2,compact,0.0,2240.0
2,hybrid,0.0,2240.0
2,compact,1.0,2241.0
2,hybrid,1.0,2241.0
2,compact,0.0,2242.0
2,hybrid,0.0,2242.0
2,compact,1.0,2243.0
2,hybrid,0.3333333333333333,2243.0
2,compact,0.0,2244.0
2,hybrid,0.0,2244.0
2,compact,1.0,2245.0
2,hybrid,1.0,2245.0
2,compact,0.3333333333333333,2246.0
2,hybrid,0.3333333333333333,2246.0
2,compact,0.0,2247.0
2,hybrid,0.0,2247.0
2,compact,0.0,2248.0
2,hybrid,0.0,2248.0
2,compact,0.3333333333333333,2249.0
2,hybrid,0.3333333333333333,2249.0
2,compact,0.0,2250.0
2,hybrid,0.0,2250.0
2,compact,0.3333333333333333,2251.0
2,hybrid,0.3333333333333333,2251.0
2,compact,0.3333333333333333,2252.0
2,hybrid,0.3333333333333333,2252.0
2,compact,0.0,2253.0
2,hybrid,0.0,2253.0
2,compact,0.0,2254.0
2,hybrid,0.0,2254.0
2,compact,0.3333333333333333,2255.0
2,hybrid,0.3333333333333333,2255.0
2,compact,0.3333333333333333,2256.0
2,hybrid,0.3333333333333333,2256.0
2,compact,0.0,2257.0
2,hybrid,0.0,2257.0
2,compact,0.3333333333333333,2258.0
2,hybrid,0.3333333333333333,2258.0
2,compact,1.0,2259.0
2,hybrid,1.0,2259.0
2,compact,0.3333333333333333,2260.0
2,hybrid,0.3333333333333333,2260.0
2,compact,0.3333333333333333,2261.0
2,hybrid,0.3333333333333333,2261.0
2,compact,0.3333333333333333,2262.0
2,hybrid,0.3333333333333333,2262.0
2,compact,0.3333333333333333,2263.0
2,hybrid,0.3333333333333333,2263.0
2,compact,0.0,2264.0
2,hybrid,0.0,2264.0
2,compact,0.0,2265.0
2,hybrid,0.0,2265.0
2,compact,1.0,2266.0
2,hybrid,1.0,2266.0
2,compact,0.3333333333333333,2267.0
2,hybrid,0.3333333333333333,2267.0
2,compact,0.0,2268.0
2,hybrid,0.0,2268.0
2,compact,0.0,2269.0
2,hybrid,0.0,2269.0
2,compact,0.3333333333333333,2270.0
2,hybrid,0.3333333333333333,2270.0
2,compact,0.0,2271.0
2,hybrid,0.0,2271.0
2,compact,0.3333333333333333,2272.0
2,hybrid,0.3333333333333333,2272.0
2,compact,0.3333333333333333,2273.0
2,hybrid,0.3333333333333333,2273.0
2,compact,0.0,2274.0
2,hybrid,0.0,2274.0
2,compact,0.0,2275.0
2,hybrid,0.3333333333333333,2275.0
2,compact,1.0,2276.0
2,hybrid,1.0,2276.0
2,compact,0.3333333333333333,2277.0
2,hybrid,0.3333333333333333,2277.0
2,compact,0.0,2278.0
2,hybrid,0.0,2278.0
2,compact,0.3333333333333333,2279.0
2,hybrid,0.3333333333333333,2279.0
2,compact,0.3333333333333333,2280.0
2,hybrid,0.3333333333333333,2280.0
2,compact,0.0,2281.0
2,hybrid,0.0,2281.0
2,compact,0.0,2282.0
2,hybrid,0.0,2282.0
2,compact,0.0,2283.0
2,hybrid,0.0,2283.0
2,compact,0.0,2284.0
2,hybrid,0.0,2284.0
2,compact,0.3333333333333333,2285.0
2,hybrid,0.3333333333333333,2285.0
2,compact,1.0,2286.0
2,hybrid,1.0,2286.0
2,compact,1.0,2287.0
2,hybrid,1.0,2287.0
2,compact,0.0,2288.0
2,hybrid,0.0,2288.0
2,compact,0.0,2289.0
2,hybrid,0.0,2289.0
2,compact,0.3333333333333333,2290.0
2,hybrid,0.3333333333333333,2290.0
2,compact,0.3333333333333333,2291.0
2,hybrid,0.3333333333333333,2291.0
2,compact,0.3333333333333333,2292.0
2,hybrid,0.3333333333333333,2292.0
2,compact,0.3333333333333333,2293.0
2,hybrid,0.3333333333333333,2293.0
2,compact,0.3333333333333333,2294.0
2,hybrid,0.3333333333333333,2294.0
2,compact,0.3333333333333333,2295.0
2,hybrid,0.3333333333333333,2295.0
2,compact,0.0,2296.0
2,hybrid,0.0,2296.0
2,compact,0.0,2297.0
2,hybrid,0.0,2297.0
2,compact,0.3333333333333333,2298.0
2,hybrid,0.3333333333333333,2298.0
2,compact,1.0,2299.0
2,hybrid,1.0,2299.0
2,compact,0.3333333333333333,2300.0
2,hybrid,0.3333333333333333,2300.0
2,compact,0.0,2301.0
2,hybrid,0.0,2301.0
2,compact,1.0,2302.0
2,hybrid,1.0,2302.0
2,compact,0.3333333333333333,2303.0
2,hybrid,0.3333333333333333,2303.0
2,compact,0.0,2304.0
2,hybrid,0.0,2304.0
2,compact,0.3333333333333333,2305.0
2,hybrid,0.3333333333333333,2305.0
2,compact,1.0,2306.0
2,hybrid,1.0,2306.0
2,compact,0.0,2307.0
2,hybrid,0.0,2307.0
2,compact,1.0,2308.0
2,hybrid,1.0,2308.0
2,compact,0.0,2309.0
2,hybrid,0.0,2309.0
2,compact,0.0,2310.0
2,hybrid,0.0,2310.0
2,compact,1.0,2311.0
2,hybrid,1.0,2311.0
2,compact,0.0,2312.0
2,hybrid,0.0,2312.0
2,compact,0.3333333333333333,2313.0
2,hybrid,0.3333333333333333,2313.0
2,compact,0.0,2314.0
2,hybrid,0.0,2314.0
2,compact,0.0,2315.0
2,hybrid,0.0,2315.0
2,compact,0.0,2316.0
2,hybrid,0.0,2316.0
2,compact,0.0,2317.0
2,hybrid,0.0,2317.0
2,compact,0.3333333333333333,2318.0
2,hybrid,1.0,2318.0
2,compact,0.0,2319.0
2,hybrid,0.3333333333333333,2319.0
2,compact,0.3333333333333333,2320.0
2,hybrid,1.0,2320.0
2,compact,0.0,2321.0
2,hybrid,0.0,2321.0
2,compact,0.3333333333333333,2322.0
2,hybrid,0.3333333333333333,2322.0
2,compact,1.0,2323.0
2,hybrid,1.0,2323.0
2,compact,0.3333333333333333,2324.0
2,hybrid,0.3333333333333333,2324.0
2,compact,0.3333333333333333,2325.0
2,hybrid,1.0,2325.0
2,compact,0.0,2326.0
2,hybrid,0.0,2326.0
2,compact,0.0,2327.0
2,hybrid,0.0,2327.0
2,compact,0.3333333333333333,2328.0
2,hybrid,0.0,2328.0
2,compact,0.3333333333333333,2329.0
2,hybrid,0.3333333333333333,2329.0
2,compact,0.0,2330.0
2,hybrid,0.0,2330.0
2,compact,1.0,2331.0
2,hybrid,1.0,2331.0
2,compact,0.3333333333333333,2332.0
2,hybrid,0.3333333333333333,2332.0
2,compact,0.0,2333.0
2,hybrid,0.0,2333.0
2,compact,0.3333333333333333,2334.0
2,hybrid,0.3333333333333333,2334.0
2,compact,0.3333333333333333,2335.0
2,hybrid,1.0,2335.0
2,compact,0.3333333333333333,2336.0
2,hybrid,0.0,2336.0
2,compact,0.3333333333333333,2337.0
2,hybrid,0.3333333333333333,2337.0
2,compact,0.3333333333333333,2338.0
2,hybrid,0.3333333333333333,2338.0
2,compact,1.0,2339.0
2,hybrid,1.0,2339.0
2,compact,0.3333333333333333,2340.0
2,hybrid,1.0,2340.0
2,compact,0.0,2341.0
2,hybrid,0.0,2341.0
2,compact,0.3333333333333333,2342.0
2,hybrid,0.3333333333333333,2342.0
2,compact,0.3333333333333333,2343.0
2,hybrid,0.3333333333333333,2343.0
2,compact,0.0,2344.0
2,hybrid,0.0,2344.0
2,compact,1.0,2345.0
2,hybrid,1.0,2345.0
2,compact,0.3333333333333333,2346.0
2,hybrid,0.3333333333333333,2346.0
2,compact,0.3333333333333333,2347.0
2,hybrid,0.3333333333333333,2347.0
2,compact,0.0,2348.0
2,hybrid,0.0,2348.0
2,compact,1.0,2349.0
2,hybrid,1.0,2349.0
2,compact,0.0,2350.0
2,hybrid,0.0,2350.0
2,compact,0.3333333333333333,2351.0
2,hybrid,0.3333333333333333,2351.0
2,compact,0.3333333333333333,2352.0
2,hybrid,0.3333333333333333,2352.0
2,compact,0.0,2353.0
2,hybrid,0.0,2353.0
2,compact,0.0,2354.0
2,hybrid,0.0,2354.0
2,compact,0.0,2355.0
2,hybrid,0.0,2355.0
2,compact,0.3333333333333333,2356.0
2,hybrid,0.3333333333333333,2356.0
2,compact,0.3333333333333333,2357.0
2,hybrid,0.3333333333333333,2357.0
2,compact,0.3333333333333333,2358.0
2,hybrid,0.3333333333333333,2358.0
2,compact,0.0,2359.0
2,hybrid,0.0,2359.0
2,compact,1.0,2360.0
2,hybrid,1.0,2360.0
2,compact,0.0,2361.0
2,hybrid,0.3333333333333333,2361.0
2,compact,0.0,2362.0
2,hybrid,0.0,2362.0
2,compact,0.3333333333333333,2363.0
2,hybrid,0.3333333333333333,2363.0
2,compact,0.3333333333333333,2364.0
2,hybrid,0.3333333333333333,2364.0
2,compact,1.0,2365.0
2,hybrid,1.0,2365.0
2,compact,0.3333333333333333,2366.0
2,hybrid,0.3333333333333333,2366.0
2,compact,0.0,2367.0
2,hybrid,0.0,2367.0
2,compact,0.3333333333333333,2368.0
2,hybrid,0.3333333333333333,2368.0
2,compact,0.3333333333333333,2369.0
2,hybrid,0.3333333333333333,2369.0
2,compact,0.0,2370.0
2,hybrid,0.0,2370.0
2,compact,1.0,2371.0
2,hybrid,1.0,2371.0
2,compact,0.0,2372.0
2,hybrid,0.0,2372.0
2,compact,0.3333333333333333,2373.0
2,hybrid,0.3333333333333333,2373.0
2,compact,0.0,2374.0
2,hybrid,0.0,2374.0
2,compact,0.3333333333333333,2375.0
2,hybrid,0.3333333333333333,2375.0
2,compact,0.0,2376.0
2,hybrid,0.0,2376.0
2,compact,0.0,2377.0
2,hybrid,0.0,2377.0
2,compact,0.0,2378.0
2,hybrid,0.0,2378.0
2,compact,0.0,2379.0
2,hybrid,0.0,2379.0
2,compact,0.0,2380.0
2,hybrid,0.0,2380.0
2,compact,0.0,2381.0
2,hybrid,0.0,2381.0
2,compact,0.0,2382.0
2,hybrid,0.0,2382.0
2,compact,0.3333333333333333,2383.0
2,hybrid,0.3333333333333333,2383.0
2,compact,0.0,2384.0
2,hybrid,0.0,2384.0
2,compact,0.0,2385.0
2,hybrid,0.3333333333333333,2385.0
2,compact,0.0,2386.0
2,hybrid,0.3333333333333333,2386.0
2,compact,0.0,2387.0
2,hybrid,0.3333333333333333,2387.0
2,compact,0.0,2388.0
2,hybrid,0.3333333333333333,2388.0
2,compact,0.3333333333333333,2389.0
2,hybrid,0.3333333333333333,2389.0
2,compact,1.0,2390.0
2,hybrid,1.0,2390.0
2,compact,0.0,2391.0
2,hybrid,0.0,2391.0
2,compact,0.3333333333333333,2392.0
2,hybrid,0.3333333333333333,2392.0
2,compact,0.0,2393.0
2,hybrid,0.0,2393.0
2,compact,0.0,2394.0
2,hybrid,0.0,2394.0
2,compact,0.3333333333333333,2395.0
2,hybrid,0.3333333333333333,2395.0
2,compact,0.3333333333333333,2396.0
2,hybrid,0.3333333333333333,2396.0
2,compact,0.3333333333333333,2397.0
2,hybrid,1.0,2397.0
2,compact,1.0,2398.0
2,hybrid,1.0,2398.0
2,compact,0.3333333333333333,2399.0
2,hybrid,0.3333333333333333,2399.0
2,compact,0.3333333333333333,2400.0
2,hybrid,0.3333333333333333,2400.0
2,compact,0.0,2401.0
2,hybrid,0.0,2401.0
2,compact,0.0,2402.0
2,hybrid,0.0,2402.0
2,compact,0.3333333333333333,2403.0
2,hybrid,1.0,2403.0
2,compact,0.0,2404.0
2,hybrid,0.0,2404.0
2,compact,0.3333333333333333,2405.0
2,hybrid,0.3333333333333333,2405.0
2,compact,0.0,2406.0
2,hybrid,0.3333333333333333,2406.0
2,compact,0.0,2407.0
2,hybrid,0.0,2407.0
2,compact,0.0,2408.0
2,hybrid,0.0,2408.0
2,compact,0.3333333333333333,2409.0
2,hybrid,0.3333333333333333,2409.0
2,compact,0.3333333333333333,2410.0
2,hybrid,0.3333333333333333,2410.0
2,compact,0.0,2411.0
2,hybrid,0.0,2411.0
2,compact,0.0,2412.0
2,hybrid,0.0,2412.0
2,compact,0.0,2413.0
2,hybrid,0.0,2413.0
2,compact,0.0,2414.0
2,hybrid,0.0,2414.0
2,compact,0.0,2415.0
2,hybrid,0.0,2415.0
2,compact,0.3333333333333333,2416.0
2,hybrid,0.3333333333333333,2416.0
2,compact,0.0,2417.0
2,hybrid,0.0,2417.0
2,compact,0.0,2418.0
2,hybrid,0.0,2418.0
2,compact,0.0,2419.0
2,hybrid,0.0,2419.0
2,compact,0.3333333333333333,2420.0
2,hybrid,0.3333333333333333,2420.0
2,compact,0.3333333333333333,2421.0
2,hybrid,0.0,2421.0
2,compact,0.3333333333333333,2422.0
2,hybrid,0.3333333333333333,2422.0
2,compact,1.0,2423.0
2,hybrid,1.0,2423.0
2,compact,0.0,2424.0
2,hybrid,0.0,2424.0
2,compact,0.3333333333333333,2425.0
2,hybrid,0.3333333333333333,2425.0
2,compact,0.0,2426.0
2,hybrid,0.0,2426.0
2,compact,0.0,2427.0
2,hybrid,0.3333333333333333,2427.0
2,compact,0.3333333333333333,2428.0
2,hybrid,0.3333333333333333,2428.0
2,compact,0.0,2429.0
2,hybrid,0.0,2429.0
2,compact,0.3333333333333333,2430.0
2,hybrid,0.3333333333333333,2430.0
2,compact,0.3333333333333333,2431.0
2,hybrid,0.3333333333333333,2431.0
2,compact,0.3333333333333333,2432.0
2,hybrid,0.3333333333333333,2432.0
2,compact,0.0,2433.0
2,hybrid,0.0,2433.0
2,compact,0.3333333333333333,2434.0
2,hybrid,0.3333333333333333,2434.0
2,compact,0.0,2435.0
2,hybrid,0.0,2435.0
2,compact,0.0,2436.0
2,hybrid,0.0,2436.0
2,compact,0.0,2437.0
2,hybrid,0.0,2437.0
2,compact,0.3333333333333333,2438.0
2,hybrid,0.3333333333333333,2438.0
2,compact,0.3333333333333333,2439.0
2,hybrid,0.3333333333333333,2439.0
2,compact,1.0,2440.0
2,hybrid,1.0,2440.0
2,compact,0.3333333333333333,2441.0
2,hybrid,0.3333333333333333,2441.0
2,compact,0.0,2442.0
2,hybrid,0.0,2442.0
2,compact,0.0,2443.0
2,hybrid,0.0,2443.0
2,compact,0.0,2444.0
2,hybrid,0.0,2444.0
2,compact,0.3333333333333333,2445.0
2,hybrid,0.3333333333333333,2445.0
2,compact,0.0,2446.0
2,hybrid,0.0,2446.0
2,compact,0.3333333333333333,2447.0
2,hybrid,0.3333333333333333,2447.0
2,compact,0.3333333333333333,2448.0
2,hybrid,0.3333333333333333,2448.0
2,compact,0.3333333333333333,2449.0
2,hybrid,0.0,2449.0
2,compact,0.0,2450.0
2,hybrid,0.0,2450.0
2,compact,0.3333333333333333,2451.0
2,hybrid,0.3333333333333333,2451.0
2,compact,0.0,2452.0
2,hybrid,0.0,2452.0
2,compact,0.0,2453.0
2,hybrid,0.0,2453.0
2,compact,1.0,2454.0
2,hybrid,1.0,2454.0
2,compact,0.3333333333333333,2455.0
2,hybrid,0.3333333333333333,2455.0
2,compact,0.3333333333333333,2456.0
2,hybrid,0.3333333333333333,2456.0
2,compact,0.3333333333333333,2457.0
2,hybrid,0.3333333333333333,2457.0
2,compact,0.0,2458.0
2,hybrid,0.0,2458.0
2,compact,0.3333333333333333,2459.0
2,hybrid,0.3333333333333333,2459.0
2,compact,0.3333333333333333,2460.0
2,hybrid,0.0,2460.0
2,compact,0.3333333333333333,2461.0
2,hybrid,0.0,2461.0
2,compact,0.3333333333333333,2462.0
2,hybrid,0.3333333333333333,2462.0
2,compact,0.3333333333333333,2463.0
2,hybrid,0.3333333333333333,2463.0
2,compact,1.0,2464.0
2,hybrid,1.0,2464.0
2,compact,0.0,2465.0
2,hybrid,0.0,2465.0
2,compact,0.3333333333333333,2466.0
2,hybrid,1.0,2466.0
2,compact,0.0,2467.0
2,hybrid,0.0,2467.0
2,compact,0.3333333333333333,2468.0
2,hybrid,0.3333333333333333,2468.0
2,compact,0.0,2469.0
2,hybrid,0.0,2469.0
2,compact,0.3333333333333333,2470.0
2,hybrid,0.3333333333333333,2470.0
2,compact,0.3333333333333333,2471.0
2,hybrid,0.3333333333333333,2471.0
2,compact,0.0,2472.0
2,hybrid,0.0,2472.0
2,compact,0.3333333333333333,2473.0
2,hybrid,0.3333333333333333,2473.0
2,compact,0.3333333333333333,2474.0
2,hybrid,0.3333333333333333,2474.0
2,compact,0.0,2475.0
2,hybrid,0.0,2475.0
2,compact,0.3333333333333333,2476.0
2,hybrid,0.3333333333333333,2476.0
2,compact,0.0,2477.0
2,hybrid,0.0,2477.0
2,compact,0.0,2478.0
2,hybrid,0.0,2478.0
2,compact,0.3333333333333333,2479.0
2,hybrid,0.3333333333333333,2479.0
2,compact,0.3333333333333333,2480.0
2,hybrid,0.3333333333333333,2480.0
2,compact,0.3333333333333333,2481.0
2,hybrid,0.3333333333333333,2481.0
2,compact,0.3333333333333333,2482.0
2,hybrid,0.3333333333333333,2482.0
2,compact,0.3333333333333333,2483.0
2,hybrid,0.3333333333333333,2483.0
2,compact,0.0,2484.0
2,hybrid,0.0,2484.0
2,compact,1.0,2485.0
2,hybrid,1.0,2485.0
2,compact,0.3333333333333333,2486.0
2,hybrid,0.3333333333333333,2486.0
2,compact,0.0,2487.0
2,hybrid,0.0,2487.0
2,compact,0.0,2488.0
2,hybrid,0.0,2488.0
2,compact,0.3333333333333333,2489.0
2,hybrid,0.3333333333333333,2489.0
2,compact,0.0,2490.0
2,hybrid,0.0,2490.0
2,compact,0.0,2491.0
2,hybrid,0.0,2491.0
2,compact,0.0,2492.0
2,hybrid,0.0,2492.0
2,compact,0.3333333333333333,2493.0
2,hybrid,0.3333333333333333,2493.0
2,compact,0.3333333333333333,2494.0
2,hybrid,0.3333333333333333,2494.0
2,compact,0.0,2495.0
2,hybrid,0.0,2495.0
2,compact,1.0,2496.0
2,hybrid,1.0,2496.0
2,compact,0.0,2497.0
2,hybrid,0.0,2497.0
2,compact,0.0,2498.0
2,hybrid,0.0,2498.0
2,compact,0.3333333333333333,2499.0
2,hybrid,0.3333333333333333,2499.0
3,compact,0.2,0.0
3,hybrid,0.2,0.0
3,compact,0.5,1.0
3,hybrid,0.5,1.0
3,compact,0.2,2.0
3,hybrid,0.2,2.0
3,compact,0.0,3.0
3,hybrid,0.5,3.0
3,compact,0.0,4.0
3,hybrid,0.0,4.0
3,compact,0.2,5.0
3,hybrid,0.2,5.0
3,compact,0.5,6.0
3,hybrid,0.5,6.0
3,compact,0.5,7.0
3,hybrid,0.5,7.0
3,compact,0.0,8.0
3,hybrid,0.0,8.0
3,compact,0.2,9.0
3,hybrid,0.2,9.0
3,compact,0.0,10.0
3,hybrid,0.0,10.0
3,compact,0.5,11.0
3,hybrid,0.5,11.0
3,compact,0.0,12.0
3,hybrid,0.0,12.0
3,compact,0.5,13.0
3,hybrid,0.2,13.0
3,compact,0.5,14.0
3,hybrid,0.5,14.0
3,compact,0.2,15.0
3,hybrid,0.0,15.0
3,compact,0.2,16.0
3,hybrid,0.2,16.0
3,compact,0.5,17.0
3,hybrid,0.5,17.0
3,compact,0.5,18.0
3,hybrid,0.5,18.0
3,compact,0.2,19.0
3,hybrid,0.2,19.0
3,compact,0.5,20.0
3,hybrid,0.2,20.0
3,compact,0.2,21.0
3,hybrid,0.2,21.0
3,compact,0.5,22.0
3,hybrid,0.5,22.0
3,compact,0.0,23.0
3,hybrid,0.0,23.0
3,compact,0.2,24.0
3,hybrid,0.2,24.0
3,compact,0.2,25.0
3,hybrid,0.2,25.0
3,compact,0.0,26.0
3,hybrid,0.0,26.0
3,compact,0.2,27.0
3,hybrid,0.2,27.0
3,compact,0.0,28.0
3,hybrid,0.0,28.0
3,compact,0.0,29.0
3,hybrid,0.0,29.0
3,compact,0.2,30.0
3,hybrid,0.2,30.0
3,compact,0.0,31.0
3,hybrid,0.0,31.0
3,compact,0.0,32.0
3,hybrid,0.0,32.0
3,compact,0.0,33.0
3,hybrid,0.2,33.0
3,compact,0.2,34.0
3,hybrid,0.2,34.0
3,compact,0.0,35.0
3,hybrid,0.0,35.0
3,compact,0.5,36.0
3,hybrid,0.5,36.0
3,compact,0.0,37.0
3,hybrid,0.5,37.0
3,compact,0.0,38.0
3,hybrid,0.2,38.0
3,compact,0.2,39.0
3,hybrid,0.2,39.0
3,compact,0.2,40.0
3,hybrid,0.2,40.0
3,compact,0.2,41.0
3,hybrid,0.5,41.0
3,compact,0.2,42.0
3,hybrid,0.2,42.0
3,compact,0.5,43.0
3,hybrid,0.5,43.0
3,compact,0.5,44.0
3,hybrid,0.5,44.0
3,compact,0.0,45.0
3,hybrid,0.0,45.0
3,compact,0.2,46.0
3,hybrid,0.2,46.0
3,compact,0.5,47.0
3,hybrid,0.5,47.0
3,compact,0.2,48.0
3,hybrid,0.0,48.0
3,compact,0.2,49.0
3,hybrid,0.2,49.0
3,compact,0.5,50.0
3,hybrid,0.5,50.0
3,compact,0.2,51.0
3,hybrid,0.2,51.0
3,compact,0.0,52.0
3,hybrid,0.0,52.0
3,compact,0.0,53.0
3,hybrid,0.0,53.0
3,compact,0.0,54.0
3,hybrid,0.0,54.0
3,compact,0.2,55.0
3,hybrid,0.2,55.0
3,compact,0.5,56.0
3,hybrid,0.5,56.0
3,compact,0.0,57.0
3,hybrid,0.2,57.0
3,compact,0.0,58.0
3,hybrid,0.0,58.0
3,compact,0.2,59.0
3,hybrid,0.2,59.0
3,compact,0.2,60.0
3,hybrid,0.2,60.0
3,compact,0.0,61.0
3,hybrid,0.0,61.0
3,compact,0.5,62.0
3,hybrid,0.5,62.0
3,compact,0.2,63.0
3,hybrid,0.2,63.0
3,compact,0.0,64.0
3,hybrid,0.0,64.0
3,compact,0.5,65.0
3,hybrid,0.5,65.0
3,compact,0.2,66.0
3,hybrid,0.2,66.0
3,compact,0.5,67.0
3,hybrid,0.5,67.0
3,compact,0.0,68.0
3,hybrid,0.0,68.0
3,compact,0.5,69.0
3,hybrid,0.5,69.0
3,compact,0.0,70.0
3,hybrid,0.0,70.0
3,compact,0.0,71.0
3,hybrid,0.0,71.0
3,compact,0.2,72.0
3,hybrid,0.5,72.0
3,compact,0.5,73.0
3,hybrid,0.5,73.0
3,compact,0.2,74.0
3,hybrid,0.5,74.0
3,compact,0.5,75.0
3,hybrid,0.5,75.0
3,compact,0.5,76.0
3,hybrid,0.5,76.0
3,compact,0.2,77.0
3,hybrid,0.5,77.0
3,compact,0.2,78.0
3,hybrid,0.2,78.0
3,compact,0.5,79.0
3,hybrid,0.5,79.0
3,compact,0.2,80.0
3,hybrid,0.2,80.0
3,compact,0.0,81.0
3,hybrid,0.2,81.0
3,compact,0.2,82.0
3,hybrid,0.2,82.0
3,compact,0.2,83.0
3,hybrid,0.2,83.0
3,compact,0.2,84.0
3,hybrid,0.2,84.0
3,compact,0.2,85.0
3,hybrid,0.2,85.0
3,compact,0.2,86.0
3,hybrid,0.2,86.0
3,compact,0.2,87.0
3,hybrid,0.2,87.0
3,compact,0.2,88.0
3,hybrid,0.2,88.0
3,compact,0.5,89.0
3,hybrid,0.5,89.0
3,compact,0.5,90.0
3,hybrid,0.5,90.0
3,compact,0.0,91.0
3,hybrid,0.0,91.0
3,compact,0.2,92.0
3,hybrid,0.2,92.0
3,compact,0.0,93.0
3,hybrid,0.0,93.0
3,compact,0.5,94.0
3,hybrid,0.5,94.0
3,compact,0.5,95.0
3,hybrid,0.5,95.0
3,compact,0.5,96.0
3,hybrid,0.5,96.0
3,compact,0.2,97.0
3,hybrid,0.2,97.0
3,compact,0.0,98.0
3,hybrid,0.0,98.0
3,compact,0.2,99.0
3,hybrid,0.2,99.0
3,compact,0.2,100.0
3,hybrid,0.2,100.0
3,compact,0.2,101.0
3,hybrid,0.2,101.0
3,compact,0.2,102.0
3,hybrid,0.5,102.0
3,compact,0.2,103.0
3,hybrid,0.5,103.0
3,compact,0.5,104.0
3,hybrid,0.5,104.0
3,compact,0.2,105.0
3,hybrid,0.2,105.0
3,compact,0.2,106.0
3,hybrid,0.2,106.0
3,compact,0.0,107.0
3,hybrid,0.0,107.0
3,compact,0.0,108.0
3,hybrid,0.0,108.0
3,compact,0.0,109.0
3,hybrid,0.0,109.0
3,compact,0.2,110.0
3,hybrid,0.2,110.0
3,compact,0.0,111.0
3,hybrid,0.0,111.0
3,compact,0.2,112.0
3,hybrid,0.2,112.0
3,compact,0.5,113.0
3,hybrid,0.5,113.0
3,compact,0.0,114.0
3,hybrid,0.5,114.0
3,compact,0.5,115.0
3,hybrid,1.0,115.0
3,compact,0.0,116.0
3,hybrid,0.0,116.0
3,compact,0.5,117.0
3,hybrid,0.5,117.0
3,compact,0.2,118.0
3,hybrid,0.2,118.0
3,compact,0.2,119.0
3,hybrid,0.2,119.0
3,compact,0.2,120.0
3,hybrid,0.2,120.0
3,compact,0.2,121.0
3,hybrid,0.2,121.0
3,compact,0.5,122.0
3,hybrid,0.5,122.0
3,compact,0.2,123.0
3,hybrid,0.2,123.0
3,compact,0.5,124.0
3,hybrid,0.5,124.0
3,compact,0.0,125.0
3,hybrid,0.0,125.0
3,compact,0.2,126.0
3,hybrid,0.2,126.0
3,compact,1.0,127.0
3,hybrid,1.0,127.0
3,compact,0.2,128.0
3,hybrid,0.2,128.0
3,compact,0.2,129.0
3,hybrid,0.2,129.0
3,compact,0.2,130.0
3,hybrid,0.5,130.0
